-82.05,-10.95
-81.60,-14.25
-79.50,-18.75
-78.90,-24.00
-78.15,-27.90
-74.40,-33.00
-71.25,-33.15
-71.70,-32.70
-72.45,-32.70
-76.95,-28.80
-79.80,-24.75
-76.65,-24.60
-70.05,-33.45
-62.85,-39.00
-57.75,-41.25
-52.95,-43.50
-53.25,-42.15
-50.70,-41.40
-44.70,-40.80
-38.70,-42.45
-31.80,-37.95
-24.75,-34.65
-24.30,-28.80
-22.95,-23.55
-22.20,-17.25
-23.55,-8.55
-23.40,-0.90
-27.60,6.00
-23.25,2.40
-25.50,2.55
-23.70,3.30
-24.00,2.55
-25.20,2.85
-30.30,2.25
-37.95,4.50
-45.15,6.00
-51.30,5.40
-55.65,5.55
-60.75,6.00
-64.35,5.10
-67.50,1.20
-70.95,-2.85
-73.80,-5.40
-77.85,-12.60
-79.05,-18.60
-79.80,-23.25
-78.90,-25.50
-78.15,-24.75
-73.20,-34.50
-53.70,-47.70
-53.55,-50.85
-67.35,-40.95
-55.50,-41.25
-49.65,-45.60
-47.10,-50.55
-55.65,-51.00
-65.70,-46.95
-70.95,-39.45
-75.15,-30.45
-76.65,-26.55
-77.70,-23.85
-78.90,-24.00
-78.90,-27.30
-78.45,-28.95
-76.35,-32.25
-68.55,-30.90
-60.45,-28.50
-56.40,-35.85
-56.10,-41.10
-55.35,-42.60
-51.60,-42.15
-45.45,-43.65
-42.75,-43.65
-37.65,-43.80
-31.05,-42.30
-28.50,-40.05
-26.40,-40.35
-24.75,-44.10
-21.60,-42.75
-21.90,-39.90
-20.85,-38.70
-21.75,-40.20
-21.75,-37.95
-17.25,-36.60
-12.30,-33.75
-14.55,-33.75
-13.35,-35.85
-15.45,-33.45
-16.95,-25.80
-15.00,-16.65
-18.45,-12.15
-19.20,-10.20
-22.20,-6.30
-26.55,-0.60
-29.10,3.15
-31.05,3.90
-29.70,-0.60
-22.50,-2.70
-17.55,-2.85
-13.20,-4.95
-9.45,-10.20
-7.20,-17.40
-4.50,-24.45
-6.75,-25.95
-4.50,-17.40
-10.65,-20.70
-18.60,-23.55
-25.50,-26.55
-31.50,-29.55
-39.90,-32.25
-53.85,-34.50
-59.10,-35.25
-51.15,-37.80
-36.90,-37.35
-21.30,-32.85
-13.95,-26.85
-21.60,-21.00
-19.50,-17.85
-18.90,-17.25
-19.50,-15.45
-22.20,-3.75
-24.90,4.20
-34.50,12.00
-52.50,16.65
-71.10,9.00
-78.75,-10.80
-77.10,-21.75
-77.25,-22.05
-77.70,-21.15
-74.70,0.15
-45.30,16.50
-31.20,9.90
-24.45,0.15
-20.70,-13.35
-23.40,-27.90
-29.70,-36.75
-39.60,-40.65
-47.10,-42.15
-53.85,-38.40
-57.45,-36.75
-53.85,-36.00
-39.60,-40.20
-29.70,-37.50
-28.20,-39.15
-27.00,-36.15
-35.55,-39.45
-27.00,-36.75
-21.90,-32.70
-28.35,-38.10
-30.75,-42.60
-30.60,-42.15
-30.30,-41.85
-28.65,-43.35
-24.90,-43.20
-27.90,-42.45
-25.05,-42.30
-18.60,-41.10
-10.65,-38.25
-8.70,-34.80
-17.10,-36.60
-17.40,-35.70
-18.60,-35.40
-21.30,-38.40
-20.55,-37.20
-20.10,-37.50
